time,ts,count
2012-02-05 07:02:12,1328443332,2
2012-02-05 07:03:12,1328443392,0
2012-02-05 07:04:12,1328443452,0
2012-02-05 07:05:12,1328443512,0
2012-02-05 07:06:12,1328443572,0
2012-02-05 07:07:12,1328443632,0
2012-02-05 07:08:12,1328443692,0
2012-02-05 07:09:12,1328443752,0
2012-02-05 07:10:12,1328443812,0
2012-02-05 07:11:12,1328443872,0
2012-02-05 07:12:12,1328443932,0
2012-02-05 07:13:12,1328443992,0
2012-02-05 07:14:12,1328444052,0
2012-02-05 07:15:12,1328444112,0
2012-02-05 07:16:12,1328444172,0
2012-02-05 07:17:12,1328444232,0
2012-02-05 07:18:12,1328444292,0
2012-02-05 07:19:12,1328444352,0
2012-02-05 07:20:12,1328444412,0
2012-02-05 07:21:12,1328444472,0
2012-02-05 07:22:12,1328444532,0
2012-02-05 07:23:12,1328444592,0
2012-02-05 07:24:12,1328444652,0
2012-02-05 07:25:12,1328444712,0
2012-02-05 07:26:12,1328444772,0
2012-02-05 07:27:12,1328444832,0
2012-02-05 07:28:12,1328444892,0
2012-02-05 07:29:12,1328444952,0
2012-02-05 07:30:12,1328445012,0
2012-02-05 07:31:12,1328445072,0
2012-02-05 07:32:12,1328445132,0
2012-02-05 07:33:12,1328445192,0
2012-02-05 07:34:12,1328445252,0
2012-02-05 07:35:12,1328445312,0
2012-02-05 07:36:12,1328445372,0
2012-02-05 07:37:12,1328445432,0
2012-02-05 07:38:12,1328445492,0
2012-02-05 07:39:12,1328445552,0
2012-02-05 07:40:12,1328445612,0
2012-02-05 07:41:12,1328445672,0
2012-02-05 07:42:12,1328445732,0
2012-02-05 07:43:12,1328445792,0
2012-02-05 07:44:12,1328445852,0
2012-02-05 07:45:12,1328445912,0
2012-02-05 07:46:12,1328445972,0
2012-02-05 07:47:12,1328446032,0
2012-02-05 07:48:12,1328446092,0
2012-02-05 07:49:12,1328446152,0
2012-02-05 07:50:12,1328446212,0
2012-02-05 07:51:12,1328446272,0
2012-02-05 07:52:12,1328446332,0
2012-02-05 07:53:12,1328446392,0
2012-02-05 07:54:12,1328446452,0
2012-02-05 07:55:12,1328446512,0
2012-02-05 07:56:12,1328446572,0
2012-02-05 07:57:12,1328446632,0
2012-02-05 07:58:12,1328446692,0
2012-02-05 07:59:12,1328446752,0
2012-02-05 08:00:12,1328446812,0
2012-02-05 08:01:12,1328446872,0
2012-02-05 08:02:12,1328446932,0
2012-02-05 08:03:12,1328446992,0
2012-02-05 08:04:12,1328447052,0
2012-02-05 08:05:12,1328447112,0
2012-02-05 08:06:12,1328447172,0
2012-02-05 08:07:12,1328447232,0
2012-02-05 08:08:12,1328447292,0
2012-02-05 08:09:12,1328447352,0
2012-02-05 08:10:12,1328447412,0
2012-02-05 08:11:12,1328447472,0
2012-02-05 08:12:12,1328447532,0
2012-02-05 08:13:12,1328447592,0
2012-02-05 08:14:12,1328447652,0
2012-02-05 08:15:12,1328447712,0
2012-02-05 08:16:12,1328447772,0
2012-02-05 08:17:12,1328447832,0
2012-02-05 08:18:12,1328447892,0
2012-02-05 08:19:12,1328447952,0
2012-02-05 08:20:12,1328448012,0
2012-02-05 08:21:12,1328448072,0
2012-02-05 08:22:12,1328448132,0
2012-02-05 08:23:12,1328448192,0
2012-02-05 08:24:12,1328448252,0
2012-02-05 08:25:12,1328448312,0
2012-02-05 08:26:12,1328448372,0
2012-02-05 08:27:12,1328448432,0
2012-02-05 08:28:12,1328448492,0
2012-02-05 08:29:12,1328448552,0
2012-02-05 08:30:12,1328448612,0
2012-02-05 08:31:12,1328448672,0
2012-02-05 08:32:12,1328448732,0
2012-02-05 08:33:12,1328448792,0
2012-02-05 08:34:12,1328448852,0
2012-02-05 08:35:12,1328448912,0
2012-02-05 08:36:12,1328448972,0
2012-02-05 08:37:12,1328449032,0
2012-02-05 08:38:12,1328449092,0
2012-02-05 08:39:12,1328449152,0
2012-02-05 08:40:12,1328449212,0
2012-02-05 08:41:12,1328449272,0
2012-02-05 08:42:12,1328449332,0
2012-02-05 08:43:12,1328449392,0
2012-02-05 08:44:12,1328449452,0
2012-02-05 08:45:12,1328449512,0
2012-02-05 08:46:12,1328449572,0
2012-02-05 08:47:12,1328449632,0
2012-02-05 08:48:12,1328449692,0
2012-02-05 08:49:12,1328449752,0
2012-02-05 08:50:12,1328449812,0
2012-02-05 08:51:12,1328449872,0
2012-02-05 08:52:12,1328449932,0
2012-02-05 08:53:12,1328449992,0
2012-02-05 08:54:12,1328450052,0
2012-02-05 08:55:12,1328450112,0
2012-02-05 08:56:12,1328450172,0
2012-02-05 08:57:12,1328450232,0
2012-02-05 08:58:12,1328450292,0
2012-02-05 08:59:12,1328450352,0
2012-02-05 09:00:12,1328450412,0
2012-02-05 09:01:12,1328450472,0
2012-02-05 09:02:12,1328450532,0
2012-02-05 09:03:12,1328450592,0
2012-02-05 09:04:12,1328450652,0
2012-02-05 09:05:12,1328450712,0
2012-02-05 09:06:12,1328450772,0
2012-02-05 09:07:12,1328450832,0
2012-02-05 09:08:12,1328450892,0
2012-02-05 09:09:12,1328450952,0
2012-02-05 09:10:12,1328451012,0
2012-02-05 09:11:12,1328451072,0
2012-02-05 09:12:12,1328451132,0
2012-02-05 09:13:12,1328451192,0
2012-02-05 09:14:12,1328451252,0
2012-02-05 09:15:12,1328451312,0
2012-02-05 09:16:12,1328451372,0
2012-02-05 09:17:12,1328451432,0
2012-02-05 09:18:12,1328451492,0
2012-02-05 09:19:12,1328451552,0
2012-02-05 09:20:12,1328451612,0
2012-02-05 09:21:12,1328451672,0
2012-02-05 09:22:12,1328451732,0
2012-02-05 09:23:12,1328451792,0
2012-02-05 09:24:12,1328451852,0
2012-02-05 09:25:12,1328451912,0
2012-02-05 09:26:12,1328451972,0
2012-02-05 09:27:12,1328452032,0
2012-02-05 09:28:12,1328452092,0
2012-02-05 09:29:12,1328452152,0
2012-02-05 09:30:12,1328452212,0
2012-02-05 09:31:12,1328452272,0
2012-02-05 09:32:12,1328452332,0
2012-02-05 09:33:12,1328452392,0
2012-02-05 09:34:12,1328452452,0
2012-02-05 09:35:12,1328452512,0
2012-02-05 09:36:12,1328452572,0
2012-02-05 09:37:12,1328452632,0
2012-02-05 09:38:12,1328452692,0
2012-02-05 09:39:12,1328452752,0
2012-02-05 09:40:12,1328452812,0
2012-02-05 09:41:12,1328452872,0
2012-02-05 09:42:12,1328452932,0
2012-02-05 09:43:12,1328452992,0
2012-02-05 09:44:12,1328453052,0
2012-02-05 09:45:12,1328453112,0
2012-02-05 09:46:12,1328453172,0
2012-02-05 09:47:12,1328453232,0
2012-02-05 09:48:12,1328453292,0
2012-02-05 09:49:12,1328453352,0
2012-02-05 09:50:12,1328453412,0
2012-02-05 09:51:12,1328453472,0
2012-02-05 09:52:12,1328453532,0
2012-02-05 09:53:12,1328453592,0
2012-02-05 09:54:12,1328453652,0
2012-02-05 09:55:12,1328453712,0
2012-02-05 09:56:12,1328453772,0
2012-02-05 09:57:12,1328453832,0
2012-02-05 09:58:12,1328453892,0
2012-02-05 09:59:12,1328453952,0
2012-02-05 10:00:12,1328454012,0
2012-02-05 10:01:12,1328454072,0
2012-02-05 10:02:12,1328454132,0
2012-02-05 10:03:12,1328454192,0
2012-02-05 10:04:12,1328454252,0
2012-02-05 10:05:12,1328454312,0
2012-02-05 10:06:12,1328454372,0
2012-02-05 10:07:12,1328454432,0
2012-02-05 10:08:12,1328454492,0
2012-02-05 10:09:12,1328454552,0
2012-02-05 10:10:12,1328454612,0
2012-02-05 10:11:12,1328454672,0
2012-02-05 10:12:12,1328454732,0
2012-02-05 10:13:12,1328454792,0
2012-02-05 10:14:12,1328454852,0
2012-02-05 10:15:12,1328454912,0
2012-02-05 10:16:12,1328454972,0
2012-02-05 10:17:12,1328455032,0
2012-02-05 10:18:12,1328455092,0
2012-02-05 10:19:12,1328455152,0
2012-02-05 10:20:12,1328455212,0
2012-02-05 10:21:12,1328455272,0
2012-02-05 10:22:12,1328455332,0
2012-02-05 10:23:12,1328455392,0
2012-02-05 10:24:12,1328455452,0
2012-02-05 10:25:12,1328455512,0
2012-02-05 10:26:12,1328455572,1
2012-02-05 10:27:12,1328455632,1
2012-02-05 10:28:12,1328455692,0
2012-02-05 10:29:12,1328455752,0
2012-02-05 10:30:12,1328455812,0
2012-02-05 10:31:12,1328455872,0
2012-02-05 10:32:12,1328455932,0
2012-02-05 10:33:12,1328455992,0
2012-02-05 10:34:12,1328456052,0
2012-02-05 10:35:12,1328456112,0
2012-02-05 10:36:12,1328456172,0
2012-02-05 10:37:12,1328456232,0
2012-02-05 10:38:12,1328456292,0
2012-02-05 10:39:12,1328456352,0
2012-02-05 10:40:12,1328456412,0
2012-02-05 10:41:12,1328456472,0
2012-02-05 10:42:12,1328456532,0
2012-02-05 10:43:12,1328456592,0
2012-02-05 10:44:12,1328456652,0
2012-02-05 10:45:12,1328456712,0
2012-02-05 10:46:12,1328456772,0
2012-02-05 10:47:12,1328456832,0
2012-02-05 10:48:12,1328456892,0
2012-02-05 10:49:12,1328456952,0
2012-02-05 10:50:12,1328457012,0
2012-02-05 10:51:12,1328457072,0
2012-02-05 10:52:12,1328457132,0
2012-02-05 10:53:12,1328457192,0
2012-02-05 10:54:12,1328457252,0
2012-02-05 10:55:12,1328457312,0
2012-02-05 10:56:12,1328457372,0
2012-02-05 10:57:12,1328457432,0
2012-02-05 10:58:12,1328457492,1
2012-02-05 10:59:12,1328457552,0
2012-02-05 11:00:12,1328457612,0
2012-02-05 11:01:12,1328457672,0
2012-02-05 11:02:12,1328457732,0
2012-02-05 11:03:12,1328457792,0
2012-02-05 11:04:12,1328457852,0
2012-02-05 11:05:12,1328457912,0
2012-02-05 11:06:12,1328457972,0
2012-02-05 11:07:12,1328458032,0
2012-02-05 11:08:12,1328458092,0
2012-02-05 11:09:12,1328458152,0
2012-02-05 11:10:12,1328458212,0
2012-02-05 11:11:12,1328458272,0
2012-02-05 11:12:12,1328458332,0
2012-02-05 11:13:12,1328458392,0
2012-02-05 11:14:12,1328458452,0
2012-02-05 11:15:12,1328458512,0
2012-02-05 11:16:12,1328458572,0
2012-02-05 11:17:12,1328458632,1
2012-02-05 11:18:12,1328458692,0
2012-02-05 11:19:12,1328458752,0
2012-02-05 11:20:12,1328458812,0
2012-02-05 11:21:12,1328458872,0
2012-02-05 11:22:12,1328458932,0
2012-02-05 11:23:12,1328458992,0
2012-02-05 11:24:12,1328459052,0
2012-02-05 11:25:12,1328459112,0
2012-02-05 11:26:12,1328459172,0
2012-02-05 11:27:12,1328459232,0
2012-02-05 11:28:12,1328459292,0
2012-02-05 11:29:12,1328459352,1
2012-02-05 11:30:12,1328459412,0
2012-02-05 11:31:12,1328459472,0
2012-02-05 11:32:12,1328459532,0
2012-02-05 11:33:12,1328459592,0
2012-02-05 11:34:12,1328459652,0
2012-02-05 11:35:12,1328459712,0
2012-02-05 11:36:12,1328459772,0
2012-02-05 11:37:12,1328459832,0
2012-02-05 11:38:12,1328459892,0
2012-02-05 11:39:12,1328459952,0
2012-02-05 11:40:12,1328460012,0
2012-02-05 11:41:12,1328460072,0
2012-02-05 11:42:12,1328460132,0
2012-02-05 11:43:12,1328460192,0
2012-02-05 11:44:12,1328460252,0
2012-02-05 11:45:12,1328460312,0
2012-02-05 11:46:12,1328460372,0
2012-02-05 11:47:12,1328460432,0
2012-02-05 11:48:12,1328460492,0
2012-02-05 11:49:12,1328460552,0
2012-02-05 11:50:12,1328460612,0
2012-02-05 11:51:12,1328460672,0
2012-02-05 11:52:12,1328460732,0
2012-02-05 11:53:12,1328460792,0
2012-02-05 11:54:12,1328460852,0
2012-02-05 11:55:12,1328460912,0
2012-02-05 11:56:12,1328460972,0
2012-02-05 11:57:12,1328461032,0
2012-02-05 11:58:12,1328461092,0
2012-02-05 11:59:12,1328461152,0
2012-02-05 12:00:12,1328461212,0
