time,ts,count
2012-02-05 05:16:07,1328436967,2
2012-02-05 05:17:07,1328437027,0
2012-02-05 05:18:07,1328437087,0
2012-02-05 05:19:07,1328437147,0
2012-02-05 05:20:07,1328437207,0
2012-02-05 05:21:07,1328437267,0
2012-02-05 05:22:07,1328437327,0
2012-02-05 05:23:07,1328437387,0
2012-02-05 05:24:07,1328437447,0
2012-02-05 05:25:07,1328437507,0
2012-02-05 05:26:07,1328437567,0
2012-02-05 05:27:07,1328437627,0
2012-02-05 05:28:07,1328437687,0
2012-02-05 05:29:07,1328437747,0
2012-02-05 05:30:07,1328437807,1
2012-02-05 05:31:07,1328437867,0
2012-02-05 05:32:07,1328437927,0
2012-02-05 05:33:07,1328437987,0
2012-02-05 05:34:07,1328438047,0
2012-02-05 05:35:07,1328438107,0
2012-02-05 05:36:07,1328438167,0
2012-02-05 05:37:07,1328438227,0
2012-02-05 05:38:07,1328438287,0
2012-02-05 05:39:07,1328438347,0
2012-02-05 05:40:07,1328438407,0
2012-02-05 05:41:07,1328438467,1
2012-02-05 05:42:07,1328438527,0
2012-02-05 05:43:07,1328438587,0
2012-02-05 05:44:07,1328438647,0
2012-02-05 05:45:07,1328438707,0
2012-02-05 05:46:07,1328438767,0
2012-02-05 05:47:07,1328438827,0
2012-02-05 05:48:07,1328438887,0
2012-02-05 05:49:07,1328438947,1
2012-02-05 05:50:07,1328439007,0
2012-02-05 05:51:07,1328439067,0
2012-02-05 05:52:07,1328439127,0
2012-02-05 05:53:07,1328439187,0
2012-02-05 05:54:07,1328439247,0
2012-02-05 05:55:07,1328439307,0
2012-02-05 05:56:07,1328439367,0
2012-02-05 05:57:07,1328439427,0
2012-02-05 05:58:07,1328439487,0
2012-02-05 05:59:07,1328439547,0
2012-02-05 06:00:07,1328439607,0
2012-02-05 06:01:07,1328439667,0
2012-02-05 06:02:07,1328439727,0
2012-02-05 06:03:07,1328439787,0
2012-02-05 06:04:07,1328439847,0
2012-02-05 06:05:07,1328439907,0
2012-02-05 06:06:07,1328439967,0
2012-02-05 06:07:07,1328440027,0
2012-02-05 06:08:07,1328440087,0
2012-02-05 06:09:07,1328440147,0
2012-02-05 06:10:07,1328440207,0
2012-02-05 06:11:07,1328440267,0
