time,ts,count
2012-02-05 05:16:32,1328436992,2
2012-02-05 05:17:32,1328437052,0
2012-02-05 05:18:32,1328437112,0
2012-02-05 05:19:32,1328437172,0
2012-02-05 05:20:32,1328437232,0
2012-02-05 05:21:32,1328437292,0
2012-02-05 05:22:32,1328437352,0
2012-02-05 05:23:32,1328437412,1
2012-02-05 05:24:32,1328437472,0
2012-02-05 05:25:32,1328437532,0
2012-02-05 05:26:32,1328437592,0
2012-02-05 05:27:32,1328437652,0
2012-02-05 05:28:32,1328437712,0
2012-02-05 05:29:32,1328437772,0
2012-02-05 05:30:32,1328437832,0
2012-02-05 05:31:32,1328437892,0
2012-02-05 05:32:32,1328437952,0
2012-02-05 05:33:32,1328438012,0
2012-02-05 05:34:32,1328438072,0
2012-02-05 05:35:32,1328438132,0
2012-02-05 05:36:32,1328438192,0
2012-02-05 05:37:32,1328438252,0
2012-02-05 05:38:32,1328438312,0
2012-02-05 05:39:32,1328438372,0
2012-02-05 05:40:32,1328438432,0
2012-02-05 05:41:32,1328438492,0
2012-02-05 05:42:32,1328438552,0
2012-02-05 05:43:32,1328438612,0
2012-02-05 05:44:32,1328438672,0
2012-02-05 05:45:32,1328438732,0
2012-02-05 05:46:32,1328438792,0
2012-02-05 05:47:32,1328438852,0
2012-02-05 05:48:32,1328438912,0
2012-02-05 05:49:32,1328438972,0
2012-02-05 05:50:32,1328439032,0
2012-02-05 05:51:32,1328439092,0
2012-02-05 05:52:32,1328439152,0
2012-02-05 05:53:32,1328439212,0
2012-02-05 05:54:32,1328439272,0
2012-02-05 05:55:32,1328439332,0
2012-02-05 05:56:32,1328439392,0
2012-02-05 05:57:32,1328439452,0
2012-02-05 05:58:32,1328439512,0
2012-02-05 05:59:32,1328439572,1
2012-02-05 06:00:32,1328439632,0
2012-02-05 06:01:32,1328439692,0
2012-02-05 06:02:32,1328439752,0
2012-02-05 06:03:32,1328439812,0
2012-02-05 06:04:32,1328439872,0
2012-02-05 06:05:32,1328439932,0
2012-02-05 06:06:32,1328439992,0
2012-02-05 06:07:32,1328440052,0
2012-02-05 06:08:32,1328440112,0
2012-02-05 06:09:32,1328440172,0
2012-02-05 06:10:32,1328440232,0
2012-02-05 06:11:32,1328440292,0
2012-02-05 06:12:32,1328440352,0
2012-02-05 06:13:32,1328440412,0
2012-02-05 06:14:32,1328440472,0
2012-02-05 06:15:32,1328440532,0
2012-02-05 06:16:32,1328440592,0
2012-02-05 06:17:32,1328440652,0
2012-02-05 06:18:32,1328440712,0
2012-02-05 06:19:32,1328440772,0
2012-02-05 06:20:32,1328440832,0
2012-02-05 06:21:32,1328440892,0
2012-02-05 06:22:32,1328440952,0
2012-02-05 06:23:32,1328441012,0
2012-02-05 06:24:32,1328441072,0
2012-02-05 06:25:32,1328441132,0
2012-02-05 06:26:32,1328441192,0
2012-02-05 06:27:32,1328441252,0
